,zipcode,neighborhood,number_tests,Race Total,"Total, not Hispanic/Latino","White, not Hispanic/Latino","Black, not Hispanic/Latino","Native, not Hispanic/Latino","Asian, not Hispanic/Latino","PI, not Hispanic/Latino","Other, not Hispanic/Latino","2+, not Hispanic/Latino","2+, not Hispanic/Latino, incl. Other","2+, not Hispanic/Latino, excl. Other","Total, Hispanic/Latino","White, Hispanic/Latino","Black, Hispanic/Latino","Native, Hispanic/Latino","Asian, Hispanic/Latino","PI, Hispanic/Latino","Other, Hispanic/Latino","2+, Hispanic/Latino","2+, Hispanic/Latino, incl. Other","2+, Hispanic/Latino, excl. Other",Total Population,Poverty Total,Under .50,.50 to .99,1.00 to 1.24,1.25 to 1.49,1.50 to 1.84,1.84 to 1.99,Over 2.00,Agg Public Assistance,Transport Total,"Car/Truck/Van, alone","Car/Truck/Van, carpool","Public Transport, no taxi",Walk,"Taxi, Motorcycle, Bike, or Other",Work from home,area,Median Family Income,positive_rate,Population Density,Under 2.00,Car/Truck/Van,test_rate
0,23451,North End,30168,43230,0.9401110340041637,0.7812398797131621,0.09659958362248439,0.0018043025676613463,0.020518158686097618,0.0009252833680314596,0.002405736756881795,0.036618089289845016,0.00048577376821651633,0.036132315521628496,0.05988896599583622,0.0378440897524867,0.0022669442516770762,0.0017349063150589867,0.0005551700208188758,0.0,0.013162155910247513,0.004325699745547073,0.0013879250520471894,0.0029377746934998845,43230,43166,0.060464254274197285,0.03324375666033452,0.03164527637492471,0.02508919056664968,0.06488903303525924,0.014316823425844415,0.7703516656627901,244000.0,23217,0.8241805573502176,0.05883619761381746,0.015764310634448896,0.018477839514149115,0.028384373519403885,0.05435672136796313,47.985347985347985,73810.0,0.11992840095465396,900.9,0.22964833433720985,0.883016754964035,0.6978487161693269
1,23452,Little Neck,36651,58996,0.9046884534544715,0.6179062987321174,0.1843006305512238,0.0008644653874838972,0.04917282527628992,0.0006441114651840803,0.0023391416367211336,0.049460980405451216,0.002423893145297986,0.04703708726015323,0.09531154654552851,0.04893552105227473,0.007475083056478406,0.001559427757814089,0.0008983659909146382,0.0,0.027544240287477116,0.00889890840056953,0.0033731100413587362,0.005525798359210794,58996,58464,0.02779488232074439,0.039425971538040505,0.03207101806239737,0.03133552271483306,0.05109126984126984,0.023946360153256706,0.7943349753694581,677400.0,31596,0.8238068109887328,0.096246360298772,0.005886821116597038,0.01595138625142423,0.02035067730092417,0.03775794404354982,38.324022346368714,70845.0,0.11459441761479905,1539.4,0.2056650246305419,0.9200531712875047,0.6212455081700454
2,23453,South Central,21402,35019,0.891259030811845,0.47160113081470056,0.24266826579856648,0.002969816385390788,0.11199634484137183,0.0005140066820868671,0.0044547245780861815,0.05705474171164225,0.0005425626088694708,0.05651217910277278,0.108740969188155,0.05842542619720723,0.005568405722607727,0.000314115194608641,0.001256460778434564,0.0,0.029469716439647048,0.01370684485564979,0.006853422427824895,0.006853422427824895,35019,34952,0.03736552986953536,0.058623254749370565,0.027151522087434196,0.040627145799954224,0.07435912108033875,0.014648661020828565,0.7472247653925383,967000.0,18989,0.8516509558165254,0.07894043920164305,0.009215861814734846,0.008425930802043288,0.02559376481120649,0.026173047553846963,24.006992527593063,69932.0,0.12269881319502848,1458.7,0.25277523460746165,0.9305913950181685,0.6111539450012851
3,23454,Great Neck,41647,60928,0.9340861344537815,0.7155495010504201,0.13031775210084034,0.004053965336134454,0.03609178046218487,0.002264968487394958,0.0011981355042016808,0.04461003151260504,0.0005744485294117647,0.04403558298319328,0.06591386554621849,0.04534860819327731,0.0034959296218487397,0.000935530462184874,0.0020844275210084033,0.0,0.006433823529411764,0.007615546218487395,0.002888655462184874,0.004726890756302521,60928,56931,0.04082134513709578,0.03305756090706294,0.016493650208146703,0.02397639247510144,0.07087527006376139,0.023256222444713776,0.791519558764118,1227500.0,33766,0.8095717585737132,0.07854054374222591,0.006633892080791328,0.05336729254279453,0.01673280815021027,0.03515370491026476,78.4675581233098,-22069031.552783612,0.10770418017996236,776.4737613505594,0.20848044123588205,0.8881123023159392,0.6835445115546218
4,23460,Great Neck,41647,60928,0.9340861344537815,0.7155495010504201,0.13031775210084034,0.004053965336134454,0.03609178046218487,0.002264968487394958,0.0011981355042016808,0.04461003151260504,0.0005744485294117647,0.04403558298319328,0.06591386554621849,0.04534860819327731,0.0034959296218487397,0.000935530462184874,0.0020844275210084033,0.0,0.006433823529411764,0.007615546218487395,0.002888655462184874,0.004726890756302521,60928,56931,0.04082134513709578,0.03305756090706294,0.016493650208146703,0.02397639247510144,0.07087527006376139,0.023256222444713776,0.791519558764118,1227500.0,33766,0.8095717585737132,0.07854054374222591,0.006633892080791328,0.05336729254279453,0.01673280815021027,0.03515370491026476,78.4675581233098,-22069031.552783612,0.10770418017996236,776.4737613505594,0.20848044123588205,0.8881123023159392,0.6835445115546218
5,23455,Northwest,30723,49263,0.9073544039136877,0.6928729472423523,0.1251243326634594,0.001177354200921584,0.04900229381077076,0.0005074802590179242,8.119684144286787e-05,0.038588798895722955,0.00034508657613218843,0.03824371231959077,0.09264559608631225,0.05298093904147129,0.005846172583886487,0.0006901731522643769,0.00022329131396788666,0.00026388973468932056,0.022674217972920855,0.009966912287112032,0.005440188376672148,0.004526723910439884,49263,47278,0.0326155928761792,0.027306569651846524,0.026968145860654005,0.03272135031092686,0.049917509200896826,0.023456999027031602,0.807013833072465,484700.0,27433,0.7827069587722816,0.10418109576058032,0.010534757408960012,0.0445084387416615,0.017460722487515037,0.04060802682900157,42.59294483831921,73220.0,0.10568629365621847,1156.6,0.192986166927535,0.8868880545328619,0.6236526399123075
6,23456,Southeast,48227,54337,0.9374275355650845,0.6634153523381857,0.13686806411837238,0.0025949169074479636,0.08027679113679445,0.0002392476581335002,0.001509100612842078,0.05252406279330843,0.0012514492886983087,0.05127261350461012,0.06257246443491543,0.039310230597935106,0.004582512836557042,0.0,0.0022636509192631173,0.0001656329940924232,0.009937979645545393,0.006312457441522351,0.0020612105931501557,0.004251246848372196,54337,53133,0.021192102836278773,0.019215929836448157,0.012703969284625374,0.01737150170327292,0.03116707131161425,0.008281105904052096,0.8900683191237084,176800.0,27465,0.8481339887129073,0.06211541962497724,0.007281995266703077,0.0034589477516839616,0.018204988166757693,0.06080466047697069,127.94207676006593,107262.0,0.09934269185311133,424.7,0.10993168087629157,0.9102494083378846,0.8875536006772549
7,23457,Blackwater/Back Bay,2494,4180,0.9622009569377991,0.9076555023923445,0.03660287081339713,0.0,0.012200956937799042,0.0,0.0,0.005741626794258373,0.0,0.005741626794258373,0.03779904306220096,0.021770334928229666,0.0,0.0,0.0,0.0,0.0004784688995215311,0.01555023923444976,0.0,0.01555023923444976,4180,4165,0.02256902761104442,0.03481392557022809,0.00744297719087635,0.027611044417767107,0.07226890756302522,0.01920768307322929,0.8160864345738296,0.0,2075,0.8428915662650602,0.06457831325301205,0.0,0.007228915662650603,0.01783132530120482,0.06746987951807229,172.0164609053498,82222.0,0.10986367281475541,24.3,0.1839135654261705,0.9074698795180722,0.5966507177033493
8,23459,Fort Story,958,1430,0.9272727272727272,0.7237762237762237,0.14195804195804196,0.0,0.012587412587412588,0.0,0.0,0.04895104895104895,0.0,0.04895104895104895,0.07272727272727272,0.05244755244755245,0.0,0.0,0.0,0.0,0.009790209790209791,0.01048951048951049,0.002797202797202797,0.007692307692307693,1430,1157,0.010371650821089023,0.09766637856525497,0.03197925669835782,0.09334485738980121,0.21348314606741572,0.06309420916162489,0.49006050129645634,0.0,694,0.7406340057636888,0.11671469740634005,0.0,0.1239193083573487,0.0,0.018731988472622477,3.6760925449871467,60156.0,0.10438413361169102,389.0,0.5099394987035436,0.8573487031700289,0.66993006993007
9,23461,Oceanfront,738,453,0.8498896247240618,0.6997792494481236,0.08388520971302428,0.0,0.033112582781456956,0.0,0.0,0.033112582781456956,0.0,0.033112582781456956,0.15011037527593818,0.15011037527593818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453,0,,,,,,,,0.0,453,0.5011037527593819,0.08830022075055188,0.0,0.4105960264900662,0.0,0.0,0.15739550397831903,-666666666.0,0.06233062330623306,2878.1,0.0,0.5894039735099338,1.6291390728476822
