,zipcode,neighborhood,number_tests,Race Total,"Total, not Hispanic/Latino","White, not Hispanic/Latino","Black, not Hispanic/Latino","Native, not Hispanic/Latino","Asian, not Hispanic/Latino","PI, not Hispanic/Latino","Other, not Hispanic/Latino","2+, not Hispanic/Latino","2+, not Hispanic/Latino, incl. Other","2+, not Hispanic/Latino, excl. Other","Total, Hispanic/Latino","White, Hispanic/Latino","Black, Hispanic/Latino","Native, Hispanic/Latino","Asian, Hispanic/Latino","PI, Hispanic/Latino","Other, Hispanic/Latino","2+, Hispanic/Latino","2+, Hispanic/Latino, incl. Other","2+, Hispanic/Latino, excl. Other",Total Population,Poverty Total,Under .50,.50 to .99,1.00 to 1.24,1.25 to 1.49,1.50 to 1.84,1.84 to 1.99,Over 2.00,Agg Public Assistance,Transport Total,"Car/Truck/Van, alone","Car/Truck/Van, carpool","Public Transport, no taxi",Walk,"Taxi, Motorcycle, Bike, or Other",Work from home,area,Median Family Income,positive_rate,Population Density,Under 2.00,Car/Truck/Van,test_rate
0,02128,East Boston,39434,47263.0,0.4349279563294755,0.338763937964158,0.024776252036476737,0.0005924295960899647,0.04584981909739119,0.001629181389247403,0.004379747371093668,0.018936588875018513,0.003618052176120856,0.015318536698897657,0.5650720436705245,0.28523369231745765,0.005924295960899647,0.003935425174026194,0.0006559041956710323,0.0,0.043162727715126,0.226159998307344,0.00837864714470093,0.21778135116264308,47263.0,47038.0,0.07330243632807518,0.08716356987967175,0.056847655087376166,0.0642459288235044,0.08601556188613461,0.03539691313406182,0.5970279348611761,1884600.0,27230.0,0.29441792141020934,0.07040029379360999,0.537091443261109,0.057546823356591996,0.015460888725670217,0.0250826294528094,12.563932160136105,60579.0,0.18999999999999997,3761.8,0.4029720651388239,0.3648182152038193,0.8343524532932738
1,02122,Dorchester 1,107210,81134.0,0.8347055488451204,0.22678531811570982,0.4574531022752484,0.0028841176325584833,0.1104099391130722,0.0,0.011388567061897602,0.025784504646633965,0.004905465033155028,0.020879039613478936,0.1652944511548796,0.0644119604604728,0.04628146030024404,0.0008627702319619395,0.0,0.0001848793354204156,0.044099884142283136,0.009453496684497251,0.000924396677102078,0.008529100007395174,81134.0,80497.0,0.09181708635104414,0.1135570269699492,0.05108264904282147,0.03926854416934793,0.05726921500180131,0.0232306794042014,0.6237747990608346,5569900.0,40976.0,0.47544904334244437,0.09105329949238579,0.34285923467395546,0.035923467395548615,0.03611870363139399,0.018596251464271768,13.028908863879131,58771.34062168758,0.18,6227.229067887099,0.37622520093916545,0.5665023428348301,1.3213942366948506
2,02124,Dorchester 1,107210,81134.0,0.8347055488451204,0.22678531811570982,0.4574531022752484,0.0028841176325584833,0.1104099391130722,0.0,0.011388567061897602,0.025784504646633965,0.004905465033155028,0.020879039613478936,0.1652944511548796,0.0644119604604728,0.04628146030024404,0.0008627702319619395,0.0,0.0001848793354204156,0.044099884142283136,0.009453496684497251,0.000924396677102078,0.008529100007395174,81134.0,80497.0,0.09181708635104414,0.1135570269699492,0.05108264904282147,0.03926854416934793,0.05726921500180131,0.0232306794042014,0.6237747990608346,5569900.0,40976.0,0.47544904334244437,0.09105329949238579,0.34285923467395546,0.035923467395548615,0.03611870363139399,0.018596251464271768,13.028908863879131,58771.34062168758,0.18,6227.229067887099,0.37622520093916545,0.5665023428348301,1.3213942366948506
3,02121,Dorchester 2,97746,65006.0,0.7238408762268098,0.17544534350675323,0.448004799556964,0.001215272436390487,0.05922530227978956,0.0,0.0156600929145002,0.02429006553241239,0.0043072947112574225,0.01998277082115497,0.2761591237731902,0.07014737101190659,0.050764544811248195,0.0007076269882780052,0.0006460942066886133,0.0,0.11455865612405008,0.039334830631018676,0.0074916161585084455,0.03184321447251023,65006.0,64883.0,0.11425180709893193,0.15208914507652235,0.05209376878381086,0.04827150409198095,0.07197571012437773,0.02325724766117473,0.5380608171632014,2489400.0,31101.0,0.40924729108388797,0.08456319732484487,0.410179736985949,0.04941963280923443,0.028680749815118485,0.017909391980965243,10.043048322885518,45981.32792357628,0.17,6472.735957255934,0.4619391828367985,0.4938104884087328,1.5036458173091714
4,02125,Dorchester 2,97746,65006.0,0.7238408762268098,0.17544534350675323,0.448004799556964,0.001215272436390487,0.05922530227978956,0.0,0.0156600929145002,0.02429006553241239,0.0043072947112574225,0.01998277082115497,0.2761591237731902,0.07014737101190659,0.050764544811248195,0.0007076269882780052,0.0006460942066886133,0.0,0.11455865612405008,0.039334830631018676,0.0074916161585084455,0.03184321447251023,65006.0,64883.0,0.11425180709893193,0.15208914507652235,0.05209376878381086,0.04827150409198095,0.07197571012437773,0.02325724766117473,0.5380608171632014,2489400.0,31101.0,0.40924729108388797,0.08456319732484487,0.410179736985949,0.04941963280923443,0.028680749815118485,0.017909391980965243,10.043048322885518,45981.32792357628,0.17,6472.735957255934,0.4619391828367985,0.4938104884087328,1.5036458173091714
5,02136,Hyde Park,25460,35213.0,0.7344446653224661,0.23460085763780422,0.4463408400306705,0.001505125947803368,0.02166813392781075,0.0,0.00803680458921421,0.022292903189163094,0.0025558742509868516,0.019737028938176242,0.26555533467753384,0.1193877261238747,0.02805781955527788,0.0,0.0004543776446198847,0.0,0.08843324908414506,0.029222162269616336,0.014568483230625054,0.014653679038991282,35213.0,34840.0,0.05783582089552239,0.08521814006888634,0.028760045924225028,0.03171641791044776,0.04423076923076923,0.02801377726750861,0.7242250287026406,1950700.0,17526.0,0.6008216364258816,0.08632888280269314,0.2514549811708319,0.023336756818441173,0.015748031496062992,0.02230971128608924,11.890258315043052,69262.0,0.17,2961.5,0.27577497129735934,0.6871505192285747,0.7230284270013916
6,02126,Mattapan,17538,29620.0,0.8534098582039162,0.03450371370695476,0.7816002700877785,0.0008777852802160702,0.008305199189736665,0.0,0.009993247805536799,0.01812964213369345,0.0013166779203241054,0.016812964213369346,0.14659014179608373,0.03308575286968265,0.062491559756921,0.0,0.004287643484132343,0.0,0.030216070222822418,0.01650911546252532,0.006313301823092505,0.010195813639432815,29620.0,29350.0,0.09090289608177173,0.11492333901192504,0.03366269165247019,0.04398637137989778,0.050800681431005114,0.026712095400340717,0.6390119250425894,1483300.0,14180.0,0.5094499294781383,0.1199576868829337,0.3204513399153738,0.026727785613540198,0.010648801128349789,0.012764456981664316,5.38594417674334,55024.0,0.16,5499.5,0.3609880749574106,0.629407616361072,0.5920999324780554
7,02131,Roslindale,24077,34419.0,0.7485981579941311,0.46273860367820097,0.2348993288590604,0.0026729422702577066,0.02129637700107499,0.0,0.0033121241174932452,0.023678782068043813,0.0007263430082222028,0.02295243905982161,0.25140184200586885,0.11566286062930359,0.04488799790813214,0.0017432232197332868,0.0,0.0,0.07426130916063801,0.014846451088061827,0.005926958947093175,0.008919492140968651,34419.0,33872.0,0.052166981577704295,0.05641828058573453,0.0326818611242324,0.03439418989135569,0.0636809163911195,0.013285309400094474,0.7473724610297591,1565100.0,18678.0,0.5637113181282792,0.06992183317271657,0.2847735303565692,0.018096155905343185,0.03057072491701467,0.032926437520077095,6.699822864150429,80578.0,0.14,5137.3,0.25262753897024093,0.6336331513009958,0.6995264243586391
8,02127,South Boston,72328,41349.0,0.898594887421703,0.7695953952937193,0.05216571138358848,2.4184381726281167e-05,0.06034003240707151,0.0,0.002442622554354398,0.014026941401243078,0.002926310188880021,0.011100631212363056,0.10140511257829693,0.047377203801784805,0.012914459841834144,0.0,0.00021765943553653052,0.0,0.032116858932501394,0.008778930566640064,0.0008706377421461221,0.007908292824493943,41349.0,40959.0,0.06770184818965307,0.06450352791816207,0.024902951732220024,0.02109426499670402,0.02988354207866403,0.00898459435044801,0.7829292707341488,1735800.0,27998.0,0.39738552753768125,0.04989642117294092,0.34245303235945423,0.13679548539181371,0.042467319094221016,0.03100221444388885,7.72853145201203,114668.98561029288,0.13,5350.175548452389,0.21707072926585122,0.44728194871062216,1.7492079614984644
9,02210,South Boston,72328,41349.0,0.898594887421703,0.7695953952937193,0.05216571138358848,2.4184381726281167e-05,0.06034003240707151,0.0,0.002442622554354398,0.014026941401243078,0.002926310188880021,0.011100631212363056,0.10140511257829693,0.047377203801784805,0.012914459841834144,0.0,0.00021765943553653052,0.0,0.032116858932501394,0.008778930566640064,0.0008706377421461221,0.007908292824493943,41349.0,40959.0,0.06770184818965307,0.06450352791816207,0.024902951732220024,0.02109426499670402,0.02988354207866403,0.00898459435044801,0.7829292707341488,1735800.0,27998.0,0.39738552753768125,0.04989642117294092,0.34245303235945423,0.13679548539181371,0.042467319094221016,0.03100221444388885,7.72853145201203,114668.98561029288,0.13,5350.175548452389,0.21707072926585122,0.44728194871062216,1.7492079614984644
